        0.717865D-03        0.496666D-03        0.795410D-03
        0.302872D-03        0.291297D-03       -0.251514D-03
       -0.103160D-04        0.125113D-03        0.270014D-04
        0.166958D-02        0.735317D-03        0.172864D-02
        0.782263D-04        0.706907D-04       -0.301649D-03
        0.352421D-03       -0.264669D-03        0.480989D-03
       -0.200904D-03       -0.481760D-03       -0.224567D-03
        0.489293D-03        0.272678D-03       -0.158492D-03
        0.468165D-03        0.186619D-02       -0.118641D-02
        0.940918D-03        0.110209D-02       -0.813412D-03
        0.250366D-03        0.134478D-04        0.228120D-04
        0.608294D-03        0.490641D-03       -0.119914D-02
       -0.465684D-03       -0.153596D-03       -0.363546D-03
        0.208455D-03        0.579840D-04        0.844477D-04
        0.341749D-03       -0.694089D-03       -0.105898D-02
        0.331371D-03        0.807122D-03       -0.125793D-02
        0.110950D-03        0.395890D-03       -0.294861D-03
       -0.145117D-02       -0.277205D-03       -0.452265D-03
        0.609623D-03        0.679229D-03       -0.673629D-03
       -0.106556D-03        0.695749D-04       -0.229195D-03
       -0.909484D-04        0.136004D-03       -0.867012D-03
        0.157931D-03        0.125051D-02        0.370736D-03
        0.323596D-03        0.771976D-04       -0.128751D-03
        0.144416D-02       -0.242604D-03       -0.336286D-03
        0.203492D-02       -0.308485D-03       -0.404583D-03
        0.326172D-03        0.867549D-05       -0.314837D-03
        0.624783D-03       -0.133179D-03       -0.134143D-02
        0.250111D-03        0.102197D-03       -0.137306D-02
        0.920398D-04       -0.105606D-03       -0.111236D-03
       -0.946614D-03       -0.140345D-03       -0.566027D-03
        0.754206D-03        0.312976D-04       -0.313845D-03
       -0.189464D-03        0.389439D-03       -0.215326D-03
       -0.138350D-02       -0.830267D-03        0.694065D-03
       -0.896093D-04        0.891525D-05       -0.431317D-03
        0.155802D-03        0.215556D-03       -0.123062D-03
        0.646143D-03       -0.154454D-03       -0.643247D-03
        0.597383D-03        0.220362D-03        0.477702D-04
        0.731091D-04       -0.169286D-03       -0.957050D-04
        0.716861D-03       -0.503340D-04       -0.920406D-03
        0.128230D-02        0.725699D-03       -0.447505D-03
       -0.127956D-03        0.340730D-03       -0.342218D-03
        0.313735D-03        0.562593D-03       -0.131830D-03
        0.426188D-03       -0.418420D-03       -0.984848D-03
        0.968460D-04       -0.916411D-04       -0.196252D-03
        0.233653D-03       -0.484363D-03       -0.975541D-03
       -0.350208D-03        0.297791D-03       -0.787634D-03
       -0.286159D-05       -0.301757D-03       -0.275544D-04
       -0.131447D-03       -0.537898D-03        0.605005D-04
        0.301585D-03        0.688223D-04       -0.269609D-03
        0.611705D-04        0.505765D-04       -0.111781D-03
       -0.914333D-03       -0.245339D-03        0.751191D-03
        0.550451D-03        0.179725D-03       -0.110297D-02
        0.168680D-03       -0.517209D-04       -0.900250D-04
        0.560201D-03       -0.648022D-04       -0.664442D-03
        0.999829D-05       -0.167998D-02       -0.245565D-03
        0.404318D-03        0.158950D-03       -0.289387D-03
       -0.863634D-04        0.489628D-03        0.255522D-03
       -0.508574D-03       -0.386822D-03       -0.600112D-03
        0.425151D-03       -0.691094D-04       -0.240021D-03
       -0.164185D-03       -0.256952D-03       -0.103373D-02
       -0.105966D-03        0.198808D-03        0.755133D-04
        0.168239D-03        0.219974D-03       -0.162207D-03
       -0.562134D-03        0.860955D-03        0.400205D-03
        0.113422D-02        0.442021D-03        0.700493D-03
        0.267451D-03       -0.114032D-04        0.189694D-04
       -0.691751D-03       -0.895794D-03        0.379425D-03
       -0.106896D-02        0.162680D-04       -0.216291D-03
